ACTION
5857,1
939,1
13640,1
5429,1
9814,1
5918,1
9526,1
24901,1
24339,1
31047,1
19092,0
25861,1
15225,1
7665,1
26088,1
3651,1
9737,1
9392,1
21573,1
24050,1
16521,1
8164,1
25320,1
21423,1
6959,1
29704,1
10737,0
4125,1
25757,1
255,1
31911,1
6207,1
29177,1
30437,1
28304,1
19877,1
15684,1
24828,1
31061,1
1027,1
30155,1
18211,1
12667,1
10221,1
25614,1
26421,1
9441,1
7112,1
27227,1
25874,1
3613,1
10255,1
8435,1
25059,1
2403,1
6708,1
20895,1
25447,1
28863,1
24178,1
11358,1
30025,1
3559,1
24623,1
26740,1
4044,1
18520,1
14398,1
17683,1
21648,1
29179,1
4630,1
13764,1
7367,1
24062,1
18607,1
21861,1
6705,0
19764,1
4283,1
1673,1
29269,1
17786,1
5062,1
16064,1
7901,1
23568,1
8811,1
18999,1
31377,1
10514,1
18921,1
3473,1
10860,1
23900,1
20477,1
2862,1
24182,1
2473,1
32105,1
19422,1
19994,1
20559,1
13600,1
12891,0
10203,1
20533,1
30377,1
2765,1
3303,1
1828,1
17917,1
31038,1
25909,1
8013,1
10554,1
20706,1
2955,1
18,1
29982,1
22240,1
8416,1
101,1
2042,1
27668,1
20250,1
722,1
32337,1
19502,1
6607,1
20775,1
20682,1
12310,1
2287,1
1592,1
7649,1
15837,0
29407,1
30482,1
27738,1
32582,1
4779,1
25533,1
1362,1
12655,1
32036,1
17742,1
14416,1
32232,1
26233,1
20014,1
2077,1
24921,1
10746,1
21659,1
13882,1
5552,1
14241,1
13807,1
14678,1
3060,1
30539,1
3244,1
20412,1
10970,1
6944,1
25549,1
19061,1
16596,1
12483,1
28027,1
9829,1
28870,1
6387,1
4254,1
7589,1
8318,1
13609,1
20366,1
9220,1
2915,1
236,1
15514,1
29886,1
18411,1
19963,1
22704,1
8828,1
27200,1
5455,1
11697,1
30751,1
18781,1
11808,1
19697,1
13543,1
30699,1
13141,1
25223,1
29908,1
7084,1
118,1
3667,1
19866,1
16688,1
5919,1
15461,1
4076,1
23287,0
16455,1
21536,1
1513,1
11233,1
3909,1
10153,1
31053,1
8832,1
20227,1
26066,1
16201,0
15790,1
26188,1
429,1
14861,1
15950,1
24319,1
14192,1
18037,1
17243,1
22751,1
3988,1
28451,1
17135,1
29414,1
29506,1
25685,1
24312,1
4450,1
23649,1
6673,1
4516,1
11668,1
15326,1
26991,1
19152,1
16639,1
2300,1
23846,1
30395,1
19897,1
7060,1
14614,1
23637,1
22701,1
961,1
30333,1
11370,1
20588,1
19196,1
16962,1
16403,1
6759,1
4335,1
19589,1
8343,1
23472,0
25193,1
10223,1
11075,1
522,0
3621,1
9594,0
7221,1
29353,1
5359,1
12614,1
14289,1
7181,1
16042,1
24961,1
5981,1
7182,0
9775,1
31774,1
2766,1
6150,1
7768,1
20289,1
9438,1
32383,1
5099,1
15850,1
4497,1
251,1
6452,1
9918,1
1022,1
12599,1
12526,1
5938,1
339,1
24615,1
31084,1
7424,1
22401,1
11773,1
14428,1
3595,1
6523,1
12700,1
29070,1
13194,1
4490,1
18291,1
29305,1
23746,1
16785,1
21834,1
5094,1
13242,1
9815,1
27023,1
21639,1
8959,1
24941,1
2523,1
12141,1
2405,1
14926,1
14600,1
11522,1
30926,1
1487,1
28082,1
27563,1
16911,1
6942,1
17258,1
15322,1
7028,1
8417,1
24833,1
22019,1
10593,1
7234,1
10662,1
19847,1
3804,1
4067,1
21990,1
1452,1
30808,1
2571,1
6348,1
1951,1
17585,1
18089,1
20028,1
10629,0
31279,1
12529,1
4197,1
8523,1
25414,1
11836,1
23163,1
9191,1
10435,1
12654,1
2688,1
9460,1
22453,0
4643,1
6503,1
32744,1
9266,1
5777,1
26822,1
13909,1
7713,1
14703,1
5398,1
18165,1
15000,1
28556,1
22806,1
2195,1
1555,1
3095,1
19338,1
28377,1
3896,1
1006,1
14275,0
10108,1
32665,1
5523,1
31914,1
13692,1
19722,1
31413,1
22431,1
28730,1
5151,1
31386,1
12250,1
25561,1
31474,1
20628,1
27869,1
12677,1
15049,1
24716,1
18528,1
26162,1
10771,1
16299,1
8704,1
31902,1
24927,1
11070,1
17418,1
6535,1
9107,0
17250,1
7186,1
28469,1
8062,1
16043,1
9346,1
24188,1
13915,1
7346,0
5589,1
31397,1
7219,1
2158,1
21200,1
615,1
15429,1
2858,1
23694,1
4502,0
10732,1
9676,1
19352,1
3705,1
4187,1
4668,1
157,1
13502,1
22602,1
25012,1
9476,1
22260,1
7242,1
15438,1
16706,1
17261,1
8634,1
17380,1
28716,1
15525,1
4775,1
25622,1
12352,1
15551,1
1621,1
18128,1
9464,1
28064,1
15109,1
28926,1
11025,1
31616,0
27331,1
8309,1
25417,1
16667,1
9357,1
31114,1
5462,1
2564,1
18941,1
15859,1
8888,1
13400,1
19471,0
23509,1
13767,1
30106,1
6482,1
9086,1
26101,1
23910,1
538,1
2545,1
572,1
31401,1
21481,1
22906,1
31629,1
15486,1
25841,1
6140,1
8331,1
23071,1
14491,1
16204,1
32301,1
18135,1
28279,1
11705,1
11439,1
6384,1
25700,1
3736,1
32258,1
28648,1
28381,1
3717,1
12034,1
23609,1
18658,1
7987,1
14296,1
17097,1
11060,1
23768,1
3071,1
17310,1
25589,1
2699,1
25354,1
30530,1
17196,1
29514,1
13341,1
30511,1
18253,1
18154,1
19244,1
15416,1
15235,1
15480,1
25199,1
3246,1
17371,1
5923,1
24171,1
18673,1
14310,1
9485,1
1291,1
8355,1
14538,1
9053,1
22056,1
28653,1
25268,1
20006,1
16544,1
12949,1
27487,1
14224,1
24300,1
23226,1
1894,1
28617,1
22178,1
21969,1
22251,1
23421,1
28723,1
7871,1
25058,1
10152,1
21588,1
931,1
14128,1
26958,1
5501,1
23424,1
1994,1
19078,1
11565,1
13792,1
22456,1
2272,1
22698,1
28763,1
31821,1
7756,1
17174,1
5901,1
31843,1
23511,1
19702,1
14662,1
25324,1
14451,1
8448,1
30538,1
29295,1
32417,1
8491,1
29490,1
23027,1
11156,1
7633,1
21673,0
7491,1
6353,1
24911,1
23107,1
26791,1
3797,1
21725,1
10928,1
3078,1
9038,1
2400,1
5032,0
12696,1
21058,1
14487,1
8686,1
31582,1
2594,1
13871,1
20531,1
14089,1
6484,1
32541,1
376,1
16109,0
15313,1
20337,1
3704,1
5343,1
20650,1
23314,1
16116,1
30593,1
24600,1
29131,1
8306,1
27652,1
23669,1
15219,1
183,1
12851,1
24551,1
814,1
1938,0
17830,1
30890,1
23689,0
4063,1
7496,1
4851,1
11285,1
7942,1
20516,1
13008,1
3690,1
15608,1
2388,1
18292,1
4878,1
15939,0
22944,1
15792,1
12057,1
26537,1
2595,1
14484,1
10743,1
13091,1
25501,1
9603,1
1394,1
6229,1
3408,1
4154,1
28853,1
20405,1
7797,0
15463,1
18038,1
15126,1
32559,1
14541,1
14548,1
25013,0
16621,1
316,1
10242,1
32028,1
26213,1
21578,1
2189,1
20347,0
16972,1
16576,1
4896,1
28426,1
30459,1
11126,0
13827,1
4329,1
11647,1
14512,1
3000,0
15959,1
16415,1
20128,1
7066,1
19797,1
30549,1
5159,1
5567,0
5897,1
19472,1
19808,1
2792,1
22441,1
8349,1
27961,1
15553,1
4112,1
11939,1
7819,1
1959,1
6121,1
29784,1
28112,1
30120,1
18996,1
32122,0
20095,1
28769,1
23860,1
27208,1
24570,1
27509,1
25283,1
27605,1
550,1
12686,1
24422,1
18267,1
30587,1
27443,1
6675,1
24189,1
7544,1
5581,1
9419,1
11900,1
11086,1
384,1
1859,1
25481,1
22183,1
19819,1
8084,1
25779,1
27045,1
22228,1
32341,1
18792,1
2867,0
10326,0
12177,1
25427,1
9036,1
39,1
4377,0
19533,0
11363,1
714,1
18517,1
11271,1
2319,1
25865,1
5944,1
7203,1
6929,1
32641,1
23041,1
13635,1
29164,1
17943,1
4691,1
13212,1
20691,1
25769,1
7365,1
30832,1
27589,1
17177,1
15743,1
30201,1
27884,1
2567,1
18333,1
15350,1
23695,1
3355,1
8057,1
25420,1
241,1
30248,1
2795,1
11403,1
27018,1
14151,1
16250,1
30251,1
1660,1
23438,1
22653,1
5606,1
11325,1
15499,1
23875,1
18309,1
15515,1
24418,1
21841,0
31181,1
3178,1
6736,1
19872,1
7155,1
8938,1
31073,1
12958,1
5480,1
23051,1
6572,1
29463,0
11319,1
13875,1
10670,1
6726,1
4946,1
10850,1
22911,1
2083,1
24025,1
4508,1
23302,1
712,1
16050,1
14332,1
27564,1
12011,1
8992,1
15880,1
11410,1
12828,1
22731,1
2686,1
18479,1
9373,1
18993,1
18242,1
25286,1
25826,0
24709,1
24745,1
10429,1
19398,1
16366,1
26999,1
24759,1
5382,1
17571,1
15135,1
18752,1
15380,1
14392,0
8041,1
16480,1
29024,1
12026,1
14687,1
18108,1
24055,1
16662,1
28017,1
4233,1
14384,1
19711,1
14947,1
10237,1
16232,1
28020,1
19969,1
3129,1
13122,1
4054,0
19017,1
18831,1
16269,1
14042,1
23506,1
6233,1
20643,1
20658,1
3791,1
1891,0
12768,1
25653,1
16074,1
6541,1
3511,1
8276,1
28580,1
23447,1
3256,1
7048,1
7983,1
31955,1
14085,1
31312,1
7482,1
22358,1
15672,1
4856,1
10591,1
10556,1
20837,1
2918,1
5571,1
217,1
32585,1
2168,1
24841,1
13654,1
9608,1
29963,1
2948,1
3017,1
18659,1
32457,1
17282,1
18412,1
18536,1
22718,1
13468,1
16421,1
9907,1
12083,1
8961,0
1950,1
17874,1
22518,1
18001,1
29372,1
2468,1
4030,1
11030,1
29892,1
